[INFO] | [2023-06-06 10:53:18] | [WS]Starting server at address:192.168.1.42 , port:6789
[INFO] | [2023-06-06 10:53:18] | [Main]This script is using SESSION_LOGGING
[INFO] | [2023-06-06 10:53:18] | [Exception]Extra class:__init__() missing 1 required positional argument: 'loop'
[INFO] | [2023-06-06 10:53:18] | [MQTT-Connection]Connecting to broker:localhost port:9001
[INFO] | [2023-06-06 10:53:21] | [32m[MQTT]Client connected with the Broker with code 0.[0m
[INFO] | [2023-06-06 10:53:21] | [MQTT]Setting subscriptions
[INFO] | [2023-06-06 10:53:21] | [MQTT]Topics:[('/themaze/letterfloorGameplay_74eb5a/rpi/game/teamRegisterSuccessful/letterfloor', 0), ('/themaze/letterfloorGameplay_74eb5a/rpi/game/reset/letterfloor', 0), ('/themaze/letterfloorGameplay_74eb5a/rpi/game/settings/letterfloor', 0), ('/themaze/letterfloorGameplay_74eb5a/rpi/game/panicbutton/letterfloor/response', 0), ('/themaze/booted/letterfloorGameplay_74eb5a', 0)]
[INFO] | [2023-06-06 10:53:21] | [WS-Receive]:{'category': 'connection-init', 'sender': 'Master_3767896844', 'receiver': 'server', 'ip': '192.168.1.121'}
[INFO] | [2023-06-06 10:53:21] | [MQTT-Send-Topic]:/themaze/booted
[INFO] | [2023-06-06 10:53:21] | [MQTT-Send-Data]:{"timestamp": 1686038001030, "ipAddress": "192.168.1.42", "deviceId": "letterfloorGameplay_74eb5a", "roomName": "letterfloor", "deviceType": "RPI_GAMEPLAY"}
[INFO] | [2023-06-06 10:53:21] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:21] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:21] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:21] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:22] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:22] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:22] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:22] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:23] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:23] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:23] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:23] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:24] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:24] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:24] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:24] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:25] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:25] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:25] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:25] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:26] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:26] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:26] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:26] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:27] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:27] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:27] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:27] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:28] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:28] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:28] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:28] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:29] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:29] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:29] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:30] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:30] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:30] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:30] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:31] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:53:31] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.sendWS_Test of <__main__.myMain object at 0x00000210FFEA8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
