[INFO] | [2023-06-06 10:55:21] | [WS]Starting server at address:192.168.1.42 , port:6789
[INFO] | [2023-06-06 10:55:21] | [Main]This script is using SESSION_LOGGING
[INFO] | [2023-06-06 10:55:21] | [Exception]Extra class:__init__() missing 1 required positional argument: 'loop'
[INFO] | [2023-06-06 10:55:21] | [MQTT-Connection]Connecting to broker:localhost port:9001
[INFO] | [2023-06-06 10:55:23] | [32m[MQTT]Client connected with the Broker with code 0.[0m
[INFO] | [2023-06-06 10:55:23] | [MQTT]Setting subscriptions
[INFO] | [2023-06-06 10:55:23] | [MQTT]Topics:[('/themaze/letterfloorGameplay_93f06f/rpi/game/teamRegisterSuccessful/letterfloor', 0), ('/themaze/letterfloorGameplay_93f06f/rpi/game/reset/letterfloor', 0), ('/themaze/letterfloorGameplay_93f06f/rpi/game/settings/letterfloor', 0), ('/themaze/letterfloorGameplay_93f06f/rpi/game/panicbutton/letterfloor/response', 0), ('/themaze/booted/letterfloorGameplay_93f06f', 0)]
[INFO] | [2023-06-06 10:55:23] | [WS-Receive]:{'category': 'connection-init', 'sender': 'Master_3767896844', 'receiver': 'server', 'ip': '192.168.1.121'}
[INFO] | [2023-06-06 10:55:23] | [MQTT-Send-Topic]:/themaze/booted
[INFO] | [2023-06-06 10:55:23] | [MQTT-Send-Data]:{"timestamp": 1686038123535, "ipAddress": "192.168.1.42", "deviceId": "letterfloorGameplay_93f06f", "roomName": "letterfloor", "deviceType": "RPI_GAMEPLAY"}
[INFO] | [2023-06-06 10:55:23] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.leSend of <__main__.myMain object at 0x00000255DA1D8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:55:23] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.leSend of <__main__.myMain object at 0x00000255DA1D8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:55:24] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.leSend of <__main__.myMain object at 0x00000255DA1D8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:55:24] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.leSend of <__main__.myMain object at 0x00000255DA1D8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:55:24] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.leSend of <__main__.myMain object at 0x00000255DA1D8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:55:24] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.leSend of <__main__.myMain object at 0x00000255DA1D8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:55:25] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.leSend of <__main__.myMain object at 0x00000255DA1D8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
[INFO] | [2023-06-06 10:55:25] | [WS]------Exception handler----- error:a coroutine was expected, got <bound method myWS.leSend of <__main__.myMain object at 0x00000255DA1D8BE0>> , message:{"category":"testexchange","action":"randomhelloworld","receiver":"server"}
